fips,age_group,popsize
18039,s,40234
18041,a,9316
18041,g,4010
18041,o,5044
18041,p,1518
18041,s,4359
18043,a,31769
18043,g,9493
18043,o,15112
18043,p,4519
18043,s,13391
18045,a,6548
18045,g,3010
18045,o,3455
18045,p,1015
18045,s,3155
18047,a,9151
18047,g,3255
18047,o,4647
18047,p,1496
18047,s,4646
18049,a,8009
18049,g,3357
18049,o,4196
18049,p,1388
18049,s,3822
18051,a,13362
18051,g,5111
18051,o,6728
18051,p,2230
18051,s,5914
18053,a,29556
18053,g,11315
18053,o,14014
18053,p,4037
18053,s,11273
18055,a,13060
18055,g,5209
18055,o,6855
18055,p,1982
18055,s,5889
18057,a,119873
18057,g,22755
18057,o,45075
18057,p,21331
18057,s,60360
18059,a,28624
18059,g,8677
18059,o,13624
18059,p,4372
18059,s,13886
18061,a,16380
18061,g,5277
18061,o,8177
18061,p,2407
18061,s,6907
18063,a,63273
18063,g,15022
18063,o,25851
18063,p,10290
18063,s,29508
18065,a,20137
18065,g,7965
18065,o,10067
18065,p,2720
18065,s,8416
18067,a,32744
18067,g,13197
18067,o,17006
18067,p,5163
18067,s,14591
18069,a,15495
18069,g,5428
18069,o,7441
18069,p,2303
18069,s,6538
18071,a,17437
18071,g,5968
18071,o,8046
18071,p,2729
18071,s,7618
18073,a,13765
18073,g,4619
18073,o,6359
18073,p,2212
18073,s,6323
18075,a,8368
18075,g,3261
18075,o,4050
18075,p,1503
18075,s,4217
18077,a,13862
18077,g,4685
18077,o,6589
18077,p,1898
18077,s,5524
18079,a,11865
18079,g,3532
18079,o,5557
18079,p,1912
18079,s,5680
18081,a,60043
18081,g,16750
18081,o,24928
18081,p,9662
18081,s,27201
18083,a,16655
18083,g,6019
18083,o,7555
18083,p,2317
18083,s,5953
18085,a,32059
18085,g,10276
18085,o,14883
18085,p,5425
18085,s,14620
18087,a,14101
18087,g,4263
18087,o,5878
18087,p,3809
18087,s,9068
18089,a,205728
18089,g,65667
18089,o,96289
18089,p,33417
18089,s,94688
18091,a,47130
18091,g,15748
18091,o,22986
18091,p,6724
18091,s,18877
18093,a,17978
18093,g,7519
18093,o,9724
18093,p,2767
18093,s,8150
18095,a,55220
18095,g,20088
18095,o,25727
18095,p,8179
18095,s,22385
18097,a,422745
18097,g,95720
18097,o,154817
18097,p,67530
18097,s,157582
18099,a,18550
18099,g,6827
18099,o,8939
18099,p,3255
18099,s,9555
18101,a,3979
18101,g,1615
18101,o,2257
18101,p,671
18101,s,1778
18103,a,16073
18103,g,5076
18103,o,7385
18103,p,2211
18103,s,6382
18105,a,80228
18105,g,13795
18105,o,19946
18105,p,6373
18105,s,15856
18107,a,15697
18107,g,5845
18107,o,7337
18107,p,2505
18107,s,6796
18109,a,28170
18109,g,8697
18109,o,14319
18109,p,4277
18109,s,13120
18111,a,5538
18111,g,2314
18111,o,3055
18111,p,793
18111,s,2507
18113,a,19564
18113,g,5860
18113,o,9252
18113,p,3454
18113,s,9444
18115,a,2476
18115,g,978
18115,o,1336
18115,p,304
18115,s,1040
18117,a,7765
18117,g,3086
18117,o,4116
18117,p,1245
18117,s,3719
18119,a,8550
18119,g,3171
18119,o,4879
18119,p,1230
18119,s,3812
18121,a,7270
18121,g,2663
18121,o,3640
18121,p,989
18121,s,2764
18123,a,8256
18123,g,2923
18123,o,4031
18123,p,1159
18123,s,2962
18125,a,5016
18125,g,2160
18125,o,2758
18125,p,776
18125,s,2126
18127,a,69738
18127,g,19927
18127,o,33970
18127,p,9765
18127,s,30172
18129,a,10191
18129,g,3695
18129,o,5829
18129,p,1404
18129,s,4822
18131,a,5210
18131,g,2235
18131,o,2774
18131,p,835
18131,s,2494
18133,a,17712
18133,g,5113
18133,o,7123
18133,p,1946
18133,s,6158
18135,a,10057
18135,g,4427
18135,o,5273
18135,p,1605
18135,s,4878
18137,a,11381
18137,g,4198
18137,o,5546
18137,p,1873
18137,s,5718
18139,a,6802
18139,g,2739
18139,o,3506
18139,p,1053
18139,s,3361
18141,a,115747
18141,g,35389
18141,o,49752
18141,p,17849
18141,s,48090
18143,a,10298
18143,g,3183
18143,o,4786
18143,p,1518
18143,s,4380
18145,a,18356
18145,g,6116
18145,o,9084
18145,p,2768
18145,s,8227
18147,a,8183
18147,g,3142
18147,o,4569
18147,p,1219
18147,s,3879
18149,a,9178
18149,g,3580
18149,o,4900
18149,p,1465
18149,s,4220
18151,a,14063
18151,g,4929
18151,o,7196
18151,p,1952
18151,s,6054
18153,a,9448
18153,g,3134
18153,o,4312
18153,p,1158
18153,s,3431
18155,a,4260
18155,g,1505
18155,o,2063
18155,p,809
18155,s,1904
18157,a,95424
18157,g,16091
18157,o,24663
18157,p,11097
18157,s,24662
18159,a,6124
18159,g,2714
18159,o,3453
18159,p,817
18159,s,2938
18161,a,2926
18161,g,1084
18161,o,1595
18161,p,446
18161,s,1415
18163,a,78783
18163,g,25798
18163,o,34660
18163,p,11664
18163,s,28090
18165,a,6284
18165,g,2709
18165,o,3561
18165,p,924
18165,s,2899
18167,a,49958
18167,g,14458
18167,o,19990
18167,p,6191
18167,s,16832
18169,a,13012
18169,g,5903
18169,o,6601
18169,p,1925
18169,s,5595
18171,a,3295
18171,g,1370
18171,o,1849
18171,p,504
18171,s,1515
18173,a,23469
18173,g,7743
18173,o,12531
18173,p,3846
18173,s,11608
18175,a,11642
18175,g,3749
18175,o,5601
18175,p,1699
18175,s,5453
18177,a,28198
18177,g,11272
18177,o,13631
18177,p,4405
18177,s,11478
18179,a,10779
18179,g,4275
18179,o,5642
18179,p,1817
18179,s,5107
18181,a,9221
18181,g,4184
18181,o,5216
18181,p,1507
18181,s,4445
18183,a,13269
18183,g,4566
18183,o,7132
18183,p,2100
18183,s,6058
19001,a,2690
19001,g,1680
19001,o,1587
19001,p,447
19001,s,1272
19003,a,1402
19003,g,884
19003,o,889
19003,p,230
19003,s,642
19005,a,5141
19005,g,2772
19005,o,3015
19005,p,943
19005,s,2392
19007,a,4657
19007,g,2606
19007,o,2725
19007,p,812
19007,s,2096
19009,a,2052
19009,g,1436
19009,o,1274
19009,p,327
19009,s,1047
19011,a,10364
19011,g,3975
19011,o,5068
19011,p,1660
19011,s,5050
19013,a,59955
19013,g,18101
19013,o,24311
19013,p,8407
19013,s,19821
19015,a,10320
19015,g,4196
19015,o,5501
19015,p,1580
19015,s,4763
19017,a,9888
19017,g,4135
19017,o,4657
19017,p,1415
19017,s,4088
19019,a,7973
19019,g,3202
19019,o,4080
19019,p,1561
19019,s,4200
19021,a,8103
19021,g,3051
19021,o,3859
19021,p,1430
19021,s,3561
19023,a,5098
19023,g,2951
19023,o,3246
19023,p,945
19023,s,2459
19025,a,3160
19025,g,2295
19025,o,2191
19025,p,511
19025,s,1527
19027,a,7563
19027,g,3870
19027,o,4134
19027,p,1435
19027,s,3741
19029,a,4859
19029,g,2930
19029,o,2946
19029,p,919
19029,s,2295
19031,a,6954
19031,g,3076
19031,o,3895
19031,p,1167
19031,s,3366
19033,a,17120
19033,g,7895
19033,o,9659
19033,p,2513
19033,s,7052
19035,a,4037
19035,g,2615
19035,o,2738
19035,p,674
19035,s,1889
19037,a,4373
19037,g,2381
19037,o,2709
19037,p,803
19037,s,2199
19039,a,3526
19039,g,1561
19039,o,1827
19039,p,663
19039,s,1651
19041,a,6245
19041,g,3071
19041,o,3514
19041,p,1096
19041,s,2782
19043,a,6358
19043,g,3494
19043,o,4099
19043,p,1113
19043,s,3121
19045,a,19101
19045,g,8252
19045,o,10103
19045,p,3100
19045,s,8591
19047,a,6454
19047,g,2766
19047,o,3236
19047,p,1256
19047,s,3232
19049,a,29105
19049,g,6274
19049,o,10421
19049,p,5620
19049,s,13069
19051,a,3048
19051,g,1487
19051,o,1641
19051,p,746
19051,s,1779
19053,a,3412
19053,g,1545
19053,o,1584
19053,p,565
19053,s,1400
19055,a,6677
19055,g,2963
19055,o,3638
19055,p,1094
19055,s,3383
19057,a,15663
19057,g,7016
19057,o,8357
19057,p,2630
19057,s,6713
19059,a,5674
19059,g,3667
19059,o,4052
19059,p,854
19059,s,2419
19061,a,38792
19061,g,14255
19061,o,17801
19061,p,5912
19061,s,16188
19063,a,3931
19063,g,1965
19063,o,2068
19063,p,660
19063,s,1737
19065,a,7840
19065,g,4083
19065,o,4312
19065,p,1258
19065,s,3446
19067,a,5802
19067,g,3256
19067,o,3333
19067,p,1017
19067,s,2840
19069,a,3828
19069,g,2080
19069,o,2258
19069,p,667
19069,s,1823
19071,a,2580
19071,g,1456
19071,o,1698
19071,p,466
19071,s,1253
19073,a,3163
19073,g,1961
19073,o,2053
19073,p,510
19073,s,1642
19075,a,4488
19075,g,2354
19075,o,2599
19075,p,772
19075,s,2234
19077,a,3811
19077,g,2152
19077,o,2376
19077,p,598
19077,s,2002
19079,a,5915
19079,g,2852
19079,o,3162
19079,p,950
19079,s,2860
19081,a,4020
19081,g,2138
19081,o,2523
19081,p,697
19081,s,1993
19083,a,6271
19083,g,3685
19083,o,3516
19083,p,1050
19083,s,3013
19085,a,5565
19085,g,2669
19085,o,3126
19085,p,925
19085,s,2687
19087,a,8267
19087,g,3197
19087,o,4025
19087,p,1181
19087,s,3532
19089,a,3476
19089,g,1849
19089,o,1820
19089,p,692
19089,s,1731
19091,a,3514
19091,g,2055
19091,o,2008
19091,p,617
19091,s,1649
19093,a,2390
19093,g,1473
19093,o,1540
19093,p,471
19093,s,1216
19095,a,6195
19095,g,2833
19095,o,3344
19095,p,1027
19095,s,3007
19097,a,7286
19097,g,3677
19097,o,4198
19097,p,1114
19097,s,3566
19099,a,14603
19099,g,6092
19099,o,7628
19099,p,2208
19099,s,6348
19101,a,6657
19101,g,2459
19101,o,4560
19101,p,779
19101,s,2327
19103,a,72923
19103,g,10901
19103,o,20156
19103,p,8061
19103,s,17823
19105,a,8034
19105,g,3543
19105,o,4340
19105,p,1238
19105,s,3407
19107,a,3815
19107,g,2018
19107,o,2204
19107,p,624
19107,s,1891
19109,a,5182
19109,g,3411
19109,o,3480
19109,p,902
19109,s,2655
19111,a,13816
19111,g,6063
19111,o,7877
19111,p,2094
19111,s,6006
19113,a,92673
19113,g,27109
19113,o,38459
19113,p,14086
19113,s,37890
19115,a,4529
19115,g,1701
19115,o,2208
19115,p,666
19115,s,2312
19117,a,3067
19117,g,1792
19117,o,1899
19117,p,572
19117,s,1618
19119,a,4225
19119,g,1976
19119,o,2166
19119,p,931
19119,s,2259
19121,a,5914
19121,g,2288
19121,o,3038
19121,p,1095
19121,s,3175
19123,a,8988
19123,g,3586
19123,o,4322
19123,p,1511
19123,s,3957
19125,a,13533
19125,g,5189
19125,o,6329
19125,p,2246
19125,s,6171
19127,a,15295
19127,g,6572
19127,o,8160
19127,p,2843
19127,s,7410
19129,a,5720
19129,g,2014
19129,o,3440
19129,p,950
19129,s,2932
19131,a,3696
19131,g,2349
19131,o,2085
19131,p,659
19131,s,1974
19133,a,2946
19133,g,2187
19133,o,2022
19133,p,508
19133,s,1584
19135,a,2923
19135,g,1479
19135,o,1626
19135,p,515
19135,s,1381
19137,a,3738
19137,g,2134
19137,o,2354
19137,p,626
19137,s,1951
19139,a,17302
19139,g,5786
19139,o,8421
19139,p,3125
19139,s,8149
19141,a,5004
19141,g,2984
19141,o,2986
19141,p,958
19141,s,2480
19143,a,2366
19143,g,1301
19143,o,1367
19143,p,395
19143,s,1080
19145,a,5778
19145,g,3175
19145,o,3404
19145,p,917
19145,s,2611
19147,a,3504
19147,g,2026
19147,o,1876
19147,p,613
19147,s,1491
19149,a,9195
19149,g,4114
19149,o,5160
19149,p,1616
19149,s,4819
19151,a,2457
19151,g,1661
19151,o,1685
19151,p,429
19151,s,1163
19153,a,196831
19153,g,45963
19153,o,74274
19153,p,32697
19153,s,75972
19155,a,38543
19155,g,13124
19155,o,18343
19155,p,6218
19155,s,16167
19157,a,7721
19157,g,3478
19157,o,3748
19157,p,1018
19157,s,2993
19159,a,1630
19159,g,1211
19159,o,1049
19159,p,353
19159,s,876
19161,a,3396
19161,g,2298
19161,o,2325
19161,p,613
19161,s,1710
19163,a,69348
19163,g,21246
19163,o,32646
19163,p,11059
19163,s,29283
19165,a,4187
19165,g,2552
19165,o,2566
19165,p,646
19165,s,2214
19167,a,14150
19167,g,4826
19167,o,5582
19167,p,2628
19167,s,6401
19169,a,51779
19169,g,8827
19169,o,12773
19169,p,4755
19169,s,11151
19171,a,6409
19171,g,3274
19171,o,3555
19171,p,1126
19171,s,3469
19173,a,2165
19173,g,1335
19173,o,1330
19173,p,399
19173,s,1126
19175,a,4788
19175,g,2243
19175,o,2550
19175,p,836
19175,s,2110
19177,a,2679
19177,g,1519
19177,o,1604
19177,p,502
19177,s,1324
19179,a,14362
19179,g,5804
19179,o,7199
19179,p,2360
19179,s,5756
19181,a,19218
19181,g,6020
19181,o,8729
19181,p,2934
19181,s,9025
19183,a,8100
19183,g,3750
19183,o,4351
19183,p,1417
19183,s,4074
19185,a,2184
19185,g,1413
19185,o,1294
19185,p,418
19185,s,1084
19187,a,15740
19187,g,6304
19187,o,7746
19187,p,2290
19187,s,6236
19189,a,4146
19189,g,2078
19189,o,2345
19189,p,582
19189,s,1766
19191,a,9042
19191,g,3508
19191,o,4120
19191,p,1093
19191,s,3262
19193,a,43013
19193,g,13139
19193,o,18407
19193,p,7848
19193,s,19174
19195,a,2785
19195,g,1379
19195,o,1661
19195,p,401
19195,s,1384
19197,a,4616
19197,g,2788
19197,o,2789
19197,p,808
19197,s,2261
20001,a,5147
20001,g,2432
20001,o,2634
20001,p,884
20001,s,2310
20003,a,2865
20003,g,1622
20003,o,1520
20003,p,566
20003,s,1528
20005,a,7223
20005,g,2561
20005,o,3053
20005,p,1107
20005,s,3021
20007,a,1693
20007,g,983
20007,o,1078
20007,p,325
20007,s,803
20009,a,10683
20009,g,4673
20009,o,5411
20009,p,1926
20009,s,4833
20011,a,5716
20011,g,2614
20011,o,2918
20011,p,1134
20011,s,2775
20013,a,3542
20013,g,1832
20013,o,2073
20013,p,682
20013,s,1843
20015,a,26961
20015,g,8274
20015,o,12603
20015,p,4397
20015,s,13382
20017,a,942
20017,g,579
20017,o,622
20017,p,149
20017,s,487
20019,a,1203
20019,g,917
20019,o,811
20019,p,193
20019,s,567
20021,a,8459
20021,g,3438
20021,o,4283
20021,p,1375
20021,s,4103
20023,a,787
20023,g,724
20023,o,644
20023,p,143
20023,s,445
20025,a,696
20025,g,517
20025,o,455
20025,p,158
20025,s,416
20027,a,3002
20027,g,1733
20027,o,1776
20027,p,558
20027,s,1431
20029,a,3590
20029,g,1979
20029,o,1848
20029,p,615
20029,s,1513
20031,a,3069
20031,g,1464
20031,o,1925
20031,p,513
20031,s,1595
20033,a,574
20033,g,444
20033,o,429
20033,p,97
20033,s,334
20035,a,14704
20035,g,5618
20035,o,6860
20035,p,2456
20035,s,6557
20037,a,18378
20037,g,5424
20037,o,6530
20037,p,2424
20037,s,6210
20039,a,899
20039,g,794
20039,o,723
20039,p,143
20039,s,421
20041,a,7347
20041,g,3562
20041,o,3890
20041,p,1281
20041,s,3650
20043,a,3250
20043,g,1265
20043,o,1623
20043,p,474
20043,s,1295
20045,a,62814
20045,g,9776
20045,o,16376
20045,p,6185
20045,s,14888
20047,a,1080
20047,g,580
20047,o,645
20047,p,176
20047,s,527
20049,a,903
20049,g,693
20049,o,698
20049,p,171
20049,s,449
20051,a,13797
20051,g,3800
20051,o,4939
20051,p,1803
20051,s,4014
20053,a,2572
20053,g,1230
20053,o,1407
20053,p,350
20053,s,873
20055,a,16076
20055,g,3060
20055,o,5675
20055,p,3392
20055,s,8097
20057,a,14612
20057,g,3360
20057,o,4977
20057,p,3188
20057,s,7021
20059,a,10618
20059,g,3591
20059,o,4891
20059,p,1880
20059,s,4890
20061,a,15184
20061,g,2619
20061,o,4107
20061,p,3374
20061,s,6253
20063,a,834
20063,g,641
20063,o,618
20063,p,171
20063,s,425
20065,a,827
20065,g,681
20065,o,575
20065,p,150
20065,s,359
20067,a,3121
20067,g,817
20067,o,1346
20067,p,692
20067,s,1755
20069,a,2291
20069,g,764
20069,o,1036
20069,p,494
20069,s,1335
20071,a,434
20071,g,255
20071,o,270
20071,p,79
20071,s,172
20073,a,2268
20073,g,1477
20073,o,1504
20073,p,397
20073,s,1078
20075,a,1108
20075,g,378
20075,o,426
20075,p,251
20075,s,506
20077,a,1996
20077,g,1292
20077,o,1286
20077,p,409
20077,s,1042
20079,a,13257
20079,g,5890
20079,o,6602
20079,p,2354
20079,s,6444
20081,a,1642
20081,g,454
20081,o,813
20081,p,353
20081,s,926
20083,a,652
20083,g,400
20083,o,410
20083,p,120
20083,s,347
20085,a,4986
20085,g,2045
20085,o,2750
20085,p,912
20085,s,2676
20087,a,7252
20087,g,2890
20087,o,4191
20087,p,1102
20087,s,3602
20089,a,855
20089,g,849
20089,o,785
20089,p,140
20089,s,448
20091,a,238971
20091,g,58009
20091,o,100502
20091,p,38450
20091,s,103464
20093,a,1541
20093,g,513
20093,o,720
20093,p,316
20093,s,851
20095,a,2677
20095,g,1586
20095,o,1669
20095,p,491
20095,s,1462
20097,a,961
20097,g,469
20097,o,521
20097,p,124
20097,s,415
20099,a,8466
20099,g,3579
20099,o,4408
20099,p,1512
20099,s,3794
20101,a,564
20101,g,371
20101,o,416
20101,p,91
20101,s,337
20103,a,33560
20103,g,8223
20103,o,14693
20103,p,5142
20103,s,13843
20105,a,1040
20105,g,667
20105,o,788
20105,p,188
20105,s,566
20107,a,3417
20107,g,1853
20107,o,2147
20107,p,564
20107,s,1688
20109,a,954
20109,g,588
20109,o,559
20109,p,153
20109,s,475
20111,a,15608
20111,g,4219
20111,o,5919
20111,p,2318
20111,s,5713
20113,a,11132
20113,g,5289
20113,o,5850
20113,p,1826
20113,s,5125
20115,a,4497
20115,g,2633
20115,o,2635
20115,p,670
20115,s,2219
20117,a,3513
20117,g,2128
20117,o,2142
20117,p,637
20117,s,1701
20119,a,1663
20119,g,783
20119,o,756
20119,p,309
20119,s,991
20121,a,13117
20121,g,4135
20121,o,6431
20121,p,2108
20121,s,6654
20123,a,2303
20123,g,1363
20123,o,1368
20123,p,377
20123,s,1009
20125,a,13959
20125,g,6147
20125,o,6961
20125,p,2451
20125,s,6071
20127,a,1980
20127,g,1316
20127,o,1346
20127,p,324
20127,s,992
20129,a,1251
20129,g,534
20129,o,569
20129,p,213
20129,s,659
20131,a,3542
20131,g,2073
20131,o,1906
20131,p,643
20131,s,2001
20133,a,6299
20133,g,2868
20133,o,3291
20133,p,1150
20133,s,2960
20135,a,989
20135,g,754
20135,o,635
20135,p,144
20135,s,563
20137,a,2350
20137,g,1049
20137,o,1122
20137,p,276
20137,s,843
20139,a,5969
20139,g,2719
20139,o,3507
20139,p,1009
20139,s,3093
20141,a,1286
20141,g,983
20141,o,823
20141,p,204
20141,s,617
20143,a,2213
20143,g,1083
20143,o,1281
20143,p,361
20143,s,1176
20145,a,2662
20145,g,1254
20145,o,1552
20145,p,355
20145,s,1104
20147,a,1832
20147,g,1138
20147,o,1278
20147,p,333
20147,s,1039
20149,a,8542
20149,g,2633
20149,o,3782
20149,p,1749
20149,s,4500
20151,a,3668
20151,g,1811
20151,o,1971
20151,p,644
20151,s,1575
20153,a,740
20153,g,688
20153,o,643
20153,p,128
20153,s,359
20155,a,25324
20155,g,10881
20155,o,12841
20155,p,4250
20155,s,10900
20157,a,1512
20157,g,1366
20157,o,1165
20157,p,264
20157,s,738
20159,a,3927
20159,g,1843
20159,o,1920
20159,p,615
20159,s,1742
20161,a,44256
20161,g,5130
20161,o,7801
20161,p,4626
20161,s,8182
20163,a,1828
20163,g,1034
20163,o,1091
20163,p,319
20163,s,907
20165,a,1095
20165,g,807
20165,o,743
20165,p,147
20165,s,461
20167,a,2389
20167,g,1586
20167,o,1486
20167,p,383
20167,s,1036
20169,a,22835
20169,g,7914
20169,o,10658
20169,p,3906
20169,s,9851
20171,a,1735
20171,g,856
20171,o,1004
20171,p,384
20171,s,844
20173,a,215112
20173,g,56354
20173,o,88979
20173,p,38771
20173,s,95790
20175,a,10361
20175,g,1933
20175,o,3112
20175,p,2379
20175,s,4944
20177,a,72052
20177,g,25285
20177,o,35733
20177,p,12292
20177,s,31424
20179,a,854
20179,g,567
20179,o,576
20179,p,164
20179,s,414
20181,a,2298
20181,g,1137
20181,o,1241
20181,p,388
20181,s,940
20183,a,1180
20183,g,1025
20183,o,898
20183,p,180
20183,s,566
20185,a,1558
20185,g,906
20185,o,919
20185,p,264
20185,s,775
20187,a,844
20187,g,331
20187,o,367
20187,p,185
20187,s,447
20189,a,2203
20189,g,753
20189,o,943
20189,p,474
20189,s,1219
20191,a,9031
20191,g,3692
20191,o,5075
20191,p,1588
20191,s,4774
20193,a,3213
20193,g,1211
20193,o,1489
20193,p,506
20193,s,1334
20195,a,948
20195,g,680
20195,o,769
20195,p,142
20195,s,446
20197,a,2541
20197,g,1088
20197,o,1595
20197,p,473
20197,s,1362
20199,a,474
20199,g,293
20199,o,331
20199,p,83
20199,s,288
20201,a,1899
20201,g,1351
20201,o,1215
20201,p,344
20201,s,970
20203,a,753
20203,g,381
20203,o,488
20203,p,167
20203,s,422
20205,a,3275
20205,g,1818
20205,o,2069
20205,p,618
20205,s,1705
20207,a,1105
20207,g,746
20207,o,823
20207,p,184
20207,s,451
20209,a,68955
20209,g,16686
20209,o,26470
20209,p,13668
20209,s,30637
21001,a,8028
21001,g,2830
21001,o,3627
21001,p,1172
21001,s,3072
21003,a,8170
21003,g,2896
21003,o,3883
21003,p,1344
21003,s,3518
21005,a,9238
21005,g,2525
21005,o,4119
21005,p,1431
21005,s,4015
21007,a,3192
21007,g,1446
21007,o,1794
21007,p,427
21007,s,1345
21009,a,17261
21009,g,6433
21009,o,8252
21009,p,2790
21009,s,7435
21011,a,4647
21011,g,1688
21011,o,2334
21011,p,861
21011,s,2014
21013,a,11930
21013,g,4453
21013,o,6027
21013,p,1576
21013,s,4681
21015,a,52667
21015,g,10964
21015,o,20690
21015,p,8976
21015,s,24164
21017,a,8100
21017,g,3044
21017,o,4124
21017,p,1223
21017,s,3536
21019,a,20064
21019,g,8173
21019,o,10585
21019,p,2920
21019,s,7620
21021,a,11965
21021,g,4516
21021,o,5643
21021,p,1531
21021,s,4642
21023,a,3494
21023,g,1149
21023,o,1660
21023,p,568
21023,s,1602
21025,a,5892
21025,g,1879
21025,o,2988
21025,p,861
21025,s,2389
21027,a,7612
21027,g,3069
21027,o,4402
21027,p,1254
21027,s,3642
21029,a,32433
21029,g,7939
21029,o,14659
21029,p,4614
21029,s,14098
21031,a,5244
21031,g,1978
21031,o,2557
21031,p,791
21031,s,2100
21033,a,4929
21033,g,2301
21033,o,2877
21033,p,808
21033,s,2081
21035,a,18269
21035,g,5558
21035,o,6427
21035,p,1928
21035,s,4704
21037,a,40616
21037,g,11471
21037,o,17064
21037,p,5642
21037,s,14871
21039,a,1911
21039,g,975
21039,o,1079
21039,p,328
21039,s,820
21041,a,4708
21041,g,1373
21041,o,2076
21041,p,793
21041,s,1902
21043,a,11611
21043,g,4118
21043,o,5523
21043,p,1762
21043,s,4771
21045,a,6293
21045,g,2563
21045,o,3320
21045,p,1014
21045,s,2756
21047,a,34944
21047,g,7532
21047,o,10120
21047,p,6968
21047,s,13893
21049,a,14864
21049,g,4959
21049,o,7328
21049,p,2256
21049,s,6200
21051,a,10297
21051,g,2610
21051,o,4144
21051,p,1315
21051,s,3584
21053,a,3990
21053,g,1672
21053,o,2148
21053,p,644
21053,s,1773
21055,a,3572
21055,g,1659
21055,o,1974
21055,p,629
21055,s,1467
21057,a,2558
21057,g,1323
21057,o,1443
21057,p,430
21057,s,1101
21059,a,39700
21059,g,13957
21059,o,18953
21059,p,6679
21059,s,16972
21061,a,4858
21061,g,1988
21061,o,2578
21061,p,694
21061,s,2004
21063,a,3407
21063,g,1117
21063,o,1598
21063,p,445
21063,s,1160
21065,a,6052
21065,g,2224
21065,o,3021
21065,p,891
21065,s,2484
21067,a,150017
21067,g,30699
21067,o,50152
21067,p,18891
21067,s,42755
21069,a,5726
21069,g,2065
21069,o,2965
21069,p,917
21069,s,2607
21071,a,16753
21071,g,5332
21071,o,8601
21071,p,2485
21071,s,6472
21073,a,21287
21073,g,6773
21073,o,10450
21073,p,2968
21073,s,7775
21075,a,2681
21075,g,1244
21075,o,1460
21075,p,408
21075,s,1000
21077,a,3651
21077,g,966
21077,o,1644
21077,p,587
21077,s,1685
21079,a,7002
21079,g,2418
21079,o,3553
21079,p,1038
21079,s,2889
21081,a,10764
21081,g,2615
21081,o,4331
21081,p,1956
21081,s,5031
21083,a,14643
21083,g,6094
21083,o,7215
21083,p,2467
21083,s,6513
21085,a,10318
21085,g,3847
21085,o,5275
21085,p,1645
21085,s,4534
21087,a,4430
21087,g,1967
21087,o,2409
21087,p,672
21087,s,1881
21089,a,14398
21089,g,6231
21089,o,7977
21089,p,2176
21089,s,6271
21091,a,3343
21091,g,1195
21091,o,1777
21091,p,569
21091,s,1674
21093,a,45623
21093,g,11351
21093,o,18219
21093,p,7476
21093,s,18585
21095,a,11911
21095,g,4211
21095,o,6612
21095,p,1889
21095,s,4911
21097,a,7595
21097,g,2783
21097,o,3816
21097,p,1187
21097,s,3513
21099,a,7251
21099,g,2716
21099,o,3656
21099,p,1187
21099,s,3387
21101,a,19068
21101,g,6501
21101,o,9657
21101,p,3112
21101,s,7699
21103,a,6110
21103,g,2177
21103,o,3318
21103,p,940
21103,s,2985
21105,a,1860
21105,g,998
21105,o,1042
21105,p,273
21105,s,772
21107,a,18944
21107,g,7198
21107,o,9852
21107,p,3094
21107,s,7833
21109,a,5661
21109,g,1869
21109,o,2747
21109,p,842
21109,s,2344
21111,a,323580
21111,g,98030
21111,o,143598
21111,p,48219
21111,s,123278
21113,a,21512
21113,g,5334
21113,o,8780
21113,p,3462
21113,s,9065
21115,a,9721
21115,g,3247
21115,o,5024
21115,p,1357
21115,s,3871
21117,a,71789
21117,g,17754
21117,o,29826
21117,p,11495
21117,s,28375
21119,a,7178
21119,g,2180
21119,o,3636
21119,p,948
21119,s,2601
21121,a,13378
21121,g,4570
21121,o,6119
21121,p,2206
21121,s,5647
21123,a,5808
21123,g,2196
21123,o,2791
21123,p,888
21123,s,2489
21125,a,25128
21125,g,7453
21125,o,11576
21125,p,3825
21125,s,10531
21127,a,6577
21127,g,2237
21127,o,3332
21127,p,1121
21127,s,2622
21129,a,3605
21129,g,1059
21129,o,1665
21129,p,373
21129,s,1183
21131,a,4835
21131,g,1598
21131,o,2464
21131,p,680
21131,s,1784
21133,a,10086
21133,g,3435
21133,o,5487
21133,p,1506
21133,s,3850
21135,a,5673
21135,g,2033
21135,o,2873
21135,p,875
21135,s,2461
21137,a,10148
21137,g,3591
21137,o,4783
21137,p,1659
21137,s,4595
21139,a,3582
21139,g,1708
21139,o,2266
21139,p,525
21139,s,1395
21141,a,10697
21141,g,4134
21141,o,5412
21141,p,1769
21141,s,4860
21143,a,3255
21143,g,1732
21143,o,2027
21143,p,347
21143,s,971
21145,a,25812
21145,g,10922
21145,o,14084
21145,p,4028
21145,s,10808
21147,a,8340
21147,g,2229
21147,o,3469
21147,p,1127
21147,s,3042
21149,a,3750
21149,g,1595
21149,o,1958
21149,p,560
21149,s,1703
21151,a,41501
21151,g,9088
21151,o,13969
21151,p,4995
21151,s,12746
21153,a,5722
21153,g,1713
21153,o,2647
21153,p,811
21153,s,2442
21155,a,8582
21155,g,2545
21155,o,3709
21155,p,1357
21155,s,3576
21157,a,11959
21157,g,5985
21157,o,6877
21157,p,1703
21157,s,4887
21159,a,6295
21159,g,1442
21159,o,2489
21159,p,746
21159,s,2068
21161,a,6975
21161,g,2611
21161,o,3542
21161,p,1226
21161,s,3110
21163,a,12560
