fips,age_group,popsize
29173,s,1722
29175,a,11273
29175,g,3599
29175,o,4632
29175,p,1590
29175,s,4270
29177,a,9322
29177,g,3442
29177,o,4863
29177,p,1468
29177,s,4446
29179,a,2390
29179,g,1308
29179,o,1447
29179,p,395
29179,s,1127
29181,a,5282
29181,g,2643
29181,o,2814
29181,p,847
29181,s,2447
29183,a,158911
29183,g,39038
29183,o,66407
29183,p,24231
29183,s,68315
29185,a,3237
29185,g,2250
29185,o,2296
29185,p,491
29185,s,1434
29186,a,7058
29186,g,2881
29186,o,3940
29186,p,1020
29186,s,3257
29187,a,29249
29187,g,9277
29187,o,12107
29187,p,3991
29187,s,10240
29189,a,411603
29189,g,148183
29189,o,203240
29189,p,58570
29189,s,177022
29195,a,9690
29195,g,3673
29195,o,4495
29195,p,1485
29195,s,3878
29197,a,1547
29197,g,862
29197,o,858
29197,p,295
29197,s,852
29199,a,1729
29199,g,862
29199,o,866
29199,p,387
29199,s,998
29201,a,15857
29201,g,5815
29201,o,7625
29201,p,2766
29201,s,7122
29203,a,3123
29203,g,1425
29203,o,1905
29203,p,540
29203,s,1453
29205,a,2222
29205,g,1262
29205,o,1314
29205,p,436
29205,s,1135
29207,a,11765
29207,g,5316
29207,o,5899
29207,p,1826
29207,s,5015
29209,a,10351
29209,g,7574
29209,o,8127
29209,p,1415
29209,s,4747
29211,a,2532
29211,g,1156
29211,o,1391
29211,p,439
29211,s,1171
29213,a,20435
29213,g,8871
29213,o,10199
29213,p,3143
29213,s,8146
29215,a,10100
29215,g,4614
29215,o,5372
29215,p,1588
29215,s,4116
29217,a,8149
29217,g,3383
29217,o,4230
29217,p,1495
29217,s,3814
29219,a,13171
29219,g,4643
29219,o,6426
29219,p,2328
29219,s,5752
29221,a,10683
29221,g,3282
29221,o,5090
29221,p,1655
29221,s,4401
29223,a,4789
29223,g,2856
29223,o,3000
29223,p,717
29223,s,2124
29225,a,14577
29225,g,4612
29225,o,6775
29225,p,2762
29225,s,7271
29227,a,774
29227,g,486
29227,o,481
29227,p,105
29227,s,353
29229,a,6842
29229,g,3226
29229,o,3709
29229,p,1319
29229,s,3537
29510,a,157976
29510,g,35549
29510,o,56468
29510,p,21068
29510,s,47781
30001,a,3650
30001,g,1533
30001,o,2149
30001,p,470
30001,s,1398
30003,a,4985
30003,g,1309
30003,o,2209
30003,p,1268
30003,s,2976
30005,a,2377
30005,g,874
30005,o,1240
30005,p,578
30005,s,1376
30007,a,1959
30007,g,970
30007,o,1325
30007,p,304
30007,s,938
30009,a,3376
30009,g,1839
30009,o,2791
30009,p,429
30009,s,1598
30011,a,375
30011,g,269
30011,o,321
30011,p,42
30011,s,173
30013,a,33463
30013,g,12504
30013,o,16051
30013,p,5341
30013,s,13321
30015,a,1970
30015,g,1009
30015,o,1262
30015,p,430
30015,s,1122
30017,a,4445
30017,g,2048
30017,o,2506
30017,p,710
30017,s,1937
30019,a,511
30019,g,422
30019,o,447
30019,p,83
30019,s,269
30021,a,3508
30021,g,1611
30021,o,2033
30021,p,531
30021,s,1325
30023,a,3428
30023,g,1775
30023,o,2303
30023,p,422
30023,s,1332
30025,a,1035
30025,g,519
30025,o,652
30025,p,209
30025,s,467
30027,a,3880
30027,g,2469
30027,o,2848
30027,p,608
30027,s,1766
30029,a,35900
30029,g,12638
30029,o,20959
30029,p,5775
30029,s,15638
30031,a,46814
30031,g,8234
30031,o,15465
30031,p,5711
30031,s,12963
30033,a,410
30033,g,245
30033,o,283
30033,p,94
30033,s,208
30035,a,5374
30035,g,1405
30035,o,2341
30035,p,1206
30035,s,2940
30037,a,283
30037,g,182
30037,o,218
30037,p,28
30037,s,186
30039,a,910
30039,g,721
30039,o,900
30039,p,117
30039,s,409
30041,a,6502
30041,g,2020
30041,o,3204
30041,p,1227
30041,s,3028
30043,a,3880
30043,g,1526
30043,o,3283
30043,p,587
30043,s,2088
30045,a,673
30045,g,429
30045,o,518
30045,p,93
30045,s,363
30047,a,10214
30047,g,4767
30047,o,6472
30047,p,2106
30047,s,5109
30049,a,25247
30049,g,8516
30049,o,14563
30049,p,3913
30049,s,10432
30051,a,832
30051,g,467
30051,o,477
30051,p,124
30051,s,383
30053,a,6419
30053,g,3952
30053,o,5370
30053,p,946
30053,s,2970
30055,a,509
30055,g,373
30055,o,449
30055,p,99
30055,s,275
30057,a,2546
30057,g,1577
30057,o,2164
30057,p,356
30057,s,1031
30059,a,581
30059,g,419
30059,o,523
30059,p,87
30059,s,287
30061,a,1352
30061,g,904
30061,o,1153
30061,p,201
30061,s,590
30063,a,53625
30063,g,12133
30063,o,21032
30063,p,6282
30063,s,15645
30065,a,1417
30065,g,853
30065,o,1303
30065,p,198
30065,s,707
30067,a,6053
30067,g,2537
30067,o,4015
30067,p,814
30067,s,2319
30069,a,157
30069,g,97
30069,o,129
30069,p,25
30069,s,80
30071,a,1361
30071,g,868
30071,o,1033
30071,p,233
30071,s,747
30073,a,2214
30073,g,1139
30073,o,1253
30073,p,435
30073,s,1068
30075,a,517
30075,g,393
30075,o,438
30075,p,66
30075,s,324
30077,a,3061
30077,g,1138
30077,o,1678
30077,p,277
30077,s,939
30079,a,305
30079,g,287
30079,o,341
30079,p,55
30079,s,151
30081,a,13731
30081,g,7533
30081,o,9872
30081,p,2144
30081,s,6676
30083,a,3695
30083,g,1429
30083,o,2232
30083,p,636
30083,s,1687
30085,a,3995
30085,g,1133
30085,o,1897
30085,p,989
30085,s,2320
30087,a,3333
30087,g,1039
30087,o,2011
30087,p,783
30087,s,2008
30089,a,3469
30089,g,2391
30089,o,3251
30089,p,551
30089,s,1809
30091,a,996
30091,g,809
30091,o,902
30091,p,154
30091,s,526
30093,a,13879
30093,g,5586
30093,o,7304
30093,p,1968
30093,s,5271
30095,a,3147
30095,g,1457
30095,o,2419
30095,p,532
30095,s,1522
30097,a,1188
30097,g,736
30097,o,903
30097,p,214
30097,s,690
30099,a,2038
30099,g,1235
30099,o,1331
30099,p,332
30099,s,1114
30101,a,2243
30101,g,703
30101,o,1185
30101,p,282
30101,s,832
30103,a,199
30103,g,159
30103,o,224
30103,p,39
30103,s,99
30105,a,2450
30105,g,1483
30105,o,1683
30105,p,434
30105,s,1299
30107,a,711
30107,g,450
30107,o,484
30107,p,146
30107,s,367
30109,a,333
30109,g,243
30109,o,223
30109,p,53
30109,s,178
30111,a,61739
30111,g,20570
30111,o,29494
30111,p,9921
30111,s,24741
31001,a,12914
31001,g,4803
31001,o,6009
31001,p,2091
31001,s,5463
31003,a,2225
31003,g,1411
31003,o,1487
31003,p,447
31003,s,1169
31005,a,145
31005,g,89
31005,o,77
31005,p,35
31005,s,96
31007,a,212
31007,g,138
31007,o,170
31007,p,43
31007,s,123
31009,a,154
31009,g,94
31009,o,109
31009,p,22
31009,s,98
31011,a,1856
31011,g,1164
31011,o,1180
31011,p,322
31011,s,992
31013,a,4085
31013,g,1716
31013,o,2664
31013,p,783
31013,s,2099
31015,a,605
31015,g,551
31015,o,457
31015,p,99
31015,s,363
31017,a,978
31017,g,760
31017,o,690
31017,p,147
31017,s,540
31019,a,21640
31019,g,5538
31019,o,7812
31019,p,3272
31019,s,7708
31021,a,2215
31021,g,1601
31021,o,1524
31021,p,390
31021,s,1155
31023,a,2946
31023,g,1585
31023,o,1760
31023,p,473
31023,s,1623
31025,a,9764
31025,g,3509
31025,o,5453
31025,p,1586
31025,s,4810
31027,a,2936
31027,g,1811
31027,o,1855
31027,p,594
31027,s,1658
31029,a,1335
31029,g,818
31029,o,838
31029,p,275
31029,s,655
31031,a,1979
31031,g,1163
31031,o,1258
31031,p,321
31031,s,962
31033,a,3953
31033,g,1601
31033,o,2039
31033,p,678
31033,s,1761
31035,a,2306
31035,g,1165
31035,o,1435
31035,p,373
31035,s,1233
31037,a,4232
31037,g,1469
31037,o,1738
31037,p,915
31037,s,2026
31039,a,3153
31039,g,1903
31039,o,1799
31039,p,554
31039,s,1723
31041,a,3730
31041,g,2292
31041,o,2352
31041,p,673
31041,s,1952
31043,a,8754
31043,g,2412
31043,o,3546
31043,p,1880
31043,s,4332
31045,a,4362
31045,g,1491
31045,o,1597
31045,p,493
31045,s,1275
31047,a,9491
31047,g,3376
31047,o,4412
31047,p,1925
31047,s,5008
31049,a,632
31049,g,469
31049,o,428
31049,p,113
31049,s,299
31051,a,2115
31051,g,1048
31051,o,1256
31051,p,400
31051,s,1194
31053,a,14310
31053,g,6705
31053,o,6855
31053,p,2475
31053,s,6259
31055,a,235887
31055,g,54371
31055,o,88238
31055,p,39799
31055,s,93607
31057,a,619
31057,g,454
31057,o,483
31057,p,97
31057,s,344
31059,a,1917
31059,g,1321
31059,o,1261
31059,p,311
31059,s,1088
31061,a,1011
31061,g,789
31061,o,694
31061,p,186
31061,s,506
31063,a,1042
31063,g,527
31063,o,617
31063,p,150
31063,s,436
31065,a,1493
31065,g,1126
31065,o,1146
31065,p,252
31065,s,917
31067,a,8220
31067,g,4341
31067,o,4648
31067,p,1395
31067,s,3760
31069,a,636
31069,g,540
31069,o,458
31069,p,94
31069,s,282
31071,a,595
31071,g,533
31071,o,481
31071,p,83
31071,s,337
31073,a,668
31073,g,427
31073,o,490
31073,p,113
31073,s,322
31075,a,216
31075,g,125
31075,o,154
31075,p,38
31075,s,86
31077,a,773
31077,g,596
31077,o,529
31077,p,164
31077,s,440
31079,a,23900
31079,g,7749
31079,o,10506
31079,p,4713
31079,s,11087
31081,a,3293
31081,g,1498
31081,o,1967
31081,p,528
31081,s,1827
31083,a,1050
31083,g,790
31083,o,808
31083,p,185
31083,s,573
31085,a,313
31085,g,198
31085,o,255
31085,p,51
31085,s,170
31087,a,961
31087,g,667
31087,o,659
31087,p,168
31087,s,451
31089,a,3489
31089,g,2144
31089,o,2333
31089,p,672
31089,s,1768
31091,a,200
31091,g,202
31091,o,169
31091,p,28
31091,s,134
31093,a,2246
31093,g,1162
31093,o,1305
31093,p,399
31093,s,1176
31095,a,2523
31095,g,1683
31095,o,1737
31095,p,419
31095,s,1240
31097,a,2194
31097,g,925
31097,o,1100
31097,p,254
31097,s,726
31099,a,2309
31099,g,1178
31099,o,1401
31099,p,442
31099,s,1146
31101,a,2838
31101,g,1741
31101,o,1944
31101,p,444
31101,s,1353
31103,a,241
31103,g,198
31103,o,207
31103,p,39
31103,s,135
31105,a,1251
31105,g,844
31105,o,836
31105,p,243
31105,s,625
31107,a,2730
31107,g,1976
31107,o,1914
31107,p,505
31107,s,1575
31109,a,138613
31109,g,30525
31109,o,48762
31109,p,20118
31109,s,45079
31111,a,14086
31111,g,5584
31111,o,7529
31111,p,2547
31111,s,6534
31113,a,255
31113,g,126
31113,o,186
31113,p,52
31113,s,119
31115,a,191
31115,g,132
31115,o,172
31115,p,40
31115,s,94
31117,a,176
31117,g,96
31117,o,114
31117,p,40
31117,s,111
31119,a,14204
31119,g,5083
31119,o,6598
31119,p,2578
31119,s,6146
31121,a,2813
31121,g,1425
31121,o,1594
31121,p,485
31121,s,1496
31123,a,1796
31123,g,964
31123,o,1043
31123,p,311
31123,s,905
31125,a,1305
31125,g,721
31125,o,836
31125,p,232
31125,s,635
31127,a,2848
31127,g,1290
31127,o,1484
31127,p,419
31127,s,1137
31129,a,1360
31129,g,1181
31129,o,1035
31129,p,213
31129,s,706
31131,a,5617
31131,g,2952
31131,o,3254
31131,p,1025
31131,s,2760
31133,a,834
31133,g,713
31133,o,616
31133,p,151
31133,s,438
31135,a,981
31135,g,599
31135,o,648
31135,p,190
31135,s,519
31137,a,3312
31137,g,1721
31137,o,1865
31137,p,580
31137,s,1670
31139,a,2674
31139,g,1262
31139,o,1433
31139,p,459
31139,s,1432
31141,a,12563
31141,g,4672
31141,o,6270
31141,p,2354
31141,s,6158
31143,a,1805
31143,g,1072
31143,o,1222
31143,p,316
31143,s,994
31145,a,4189
31145,g,2063
31145,o,2213
31145,p,688
31145,s,1865
31147,a,2811
31147,g,1875
31147,o,1860
31147,p,430
31147,s,1407
31149,a,502
31149,g,355
31149,o,397
31149,p,81
31149,s,215
31151,a,6202
31151,g,2084
31151,o,2448
31151,p,1005
31151,s,2427
31153,a,72807
31153,g,12959
31153,o,25203
31153,p,13192
31153,s,31986
31155,a,7722
31155,g,3177
31155,o,4282
31155,p,1376
31155,s,3958
31157,a,14034
31157,g,6195
31157,o,7349
31157,p,2675
31157,s,6424
31159,a,6899
31159,g,2513
31159,o,3171
31159,p,977
31159,s,2976
31161,a,1701
31161,g,1203
31161,o,1269
31161,p,325
31161,s,1000
31163,a,999
31163,g,722
31163,o,710
31163,p,177
31163,s,521
31165,a,422
31165,g,265
31165,o,326
31165,p,66
31165,s,245
31167,a,2409
31167,g,862
31167,o,1209
31167,p,445
31167,s,1232
31169,a,1564
31169,g,1339
31169,o,1176
31169,p,303
31169,s,828
31171,a,204
31171,g,142
31171,o,176
31171,p,30
31171,s,103
31173,a,2587
31173,g,818
31173,o,1023
31173,p,718
31173,s,1720
31175,a,1346
31175,g,1015
31175,o,918
31175,p,249
31175,s,700
31177,a,7882
31177,g,2792
31177,o,4293
31177,p,1197
31177,s,3960
31179,a,4826
31179,g,1324
31179,o,1509
31179,p,532
31179,s,1361
31181,a,1183
31181,g,903
31181,o,812
31181,p,228
31181,s,662
31183,a,267
31183,g,143
31183,o,194
31183,p,48
31183,s,157
31185,a,5172
31185,g,2478
31185,o,2866
31185,p,872
31185,s,2301
32001,a,9906
32001,g,3727
32001,o,4957
32001,p,1764
32001,s,4713
32003,a,901450
32003,g,214047
32003,o,334742
32003,p,141462
32003,s,347706
32005,a,16084
32005,g,9356
32005,o,11942
32005,p,2305
32005,s,7278
32007,a,21273
32007,g,4046
32007,o,8961
32007,p,4054
32007,s,10111
32009,a,234
32009,g,208
32009,o,234
32009,p,38
32009,s,92
32011,a,760
32011,g,245
32011,o,443
32011,p,129
32011,s,349
32013,a,6777
32013,g,1639
32013,o,3368
32013,p,1293
32013,s,3213
32015,a,2263
32015,g,651
32015,o,1155
32015,p,427
32015,s,1164
32017,a,1829
32017,g,945
32017,o,1050
32017,p,305
32017,s,1117
32019,a,19779
32019,g,7940
32019,o,11116
32019,p,3437
32019,s,9547
32021,a,1508
32021,g,1115
32021,o,1251
32021,p,244
32021,s,651
32023,a,14343
32023,g,10058
32023,o,10643
32023,p,2294
32023,s,7108
32027,a,3194
32027,g,824
32027,o,1406
32027,p,339
32027,s,968
32029,a,1377
32029,g,697
32029,o,1280
32029,p,166
32029,s,545
32031,a,187070
32031,g,49279
32031,o,82161
32031,p,28262
32031,s,70950
32033,a,4167
32033,g,1471
32033,o,2162
32033,p,609
32033,s,1491
32510,a,22749
32510,g,8975
32510,o,11767
32510,p,3342
32510,s,8568
33001,a,23075
33001,g,9884
33001,o,14498
33001,p,3041
33001,s,9673
33003,a,16613
33003,g,9642
33003,o,12418
33003,p,2064
33003,s,7026
33005,a,34038
33005,g,11184
33005,o,16708
33005,p,3840
33005,s,11532
33007,a,12357
33007,g,6359
33007,o,8089
33007,p,1493
33007,s,4926
33009,a,39106
33009,g,13555
33009,o,19621
33009,p,4118
33009,s,12526
33011,a,178089
33011,g,46769
33011,o,80349
33011,p,24109
33011,s,70832
33013,a,62389
33013,g,19762
33013,o,32124
33013,p,7764
33013,s,24684
33015,a,123861
33015,g,36523
33015,o,66237
33015,p,15672
33015,s,52790
33017,a,59825
33017,g,14486
33017,o,23216
33017,p,6779
33017,s,18728
33019,a,17121
33019,g,7105
33019,o,10249
33019,p,2349
33019,s,6904
34001,a,116234
34001,g,38503
34001,o,55006
34001,p,16624
34001,s,47682
34003,a,377611
34003,g,136008
34003,o,182853
34003,p,49924
34003,s,153923
34005,a,191034
34005,g,61290
34005,o,90165
34005,p,25928
34005,s,78974
34007,a,224151
34007,g,65224
34007,o,98086
34007,p,33478
34007,s,92729
34009,a,34802
34009,g,20782
34009,o,23033
34009,p,4567
34009,s,14054
34011,a,71371
34011,g,19652
34011,o,27718
34011,p,10773
34011,s,27017
34013,a,358708
34013,g,89836
34013,o,138125
34013,p,53756
34013,s,141518
34015,a,125606
34015,g,35150
34015,o,55887
34015,p,17420
34015,s,53299
34017,a,333027
34017,g,65574
34017,o,99671
34017,p,41534
34017,s,88766
34019,a,51328
34019,g,15982
34019,o,30334
34019,p,6298
34019,s,24422
34021,a,167636
34021,g,45972
34021,o,68425
34021,p,21507
34021,s,61848
34023,a,374836
34023,g,98395
34023,o,146737
34023,p,50168
34023,s,135068
34025,a,258914
34025,g,85402
34025,o,132741
34025,p,34963
34025,s,116649
34027,a,205028
34027,g,66850
34027,o,100678
34027,p,27720
34027,s,90503
34029,a,210722
34029,g,120425
34029,o,107929
34029,p,38930
34029,s,95117
34031,a,225306
34031,g,59694
34031,o,89387
34031,p,34297
34031,s,89957
34033,a,26879
34033,g,9750
34033,o,13919
34033,p,3854
34033,s,11781
34035,a,137044
34035,g,39292
34035,o,64541
34035,p,19407
34035,s,61280
34037,a,62015
34037,g,17308
34037,o,33780
34037,p,8151
34037,s,28233
34039,a,235737
34039,g,67436
34039,o,98618
34039,p,35680
34039,s,94963
34041,a,45190
34041,g,15096
34041,o,22485
34041,p,6284
34041,s,19638
35001,a,295063
35001,g,79306
35001,o,123376
35001,p,45246
35001,s,112288
35003,a,909
35003,g,985
35003,o,1208
35003,p,141
35003,s,446
35005,a,25979
35005,g,9249
35005,o,11570
35005,p,5361
35005,s,12951
35006,a,11525
35006,g,3454
35006,o,5209
35006,p,1912
35006,s,4997
35007,a,4826
35007,g,2724
35007,o,3323
35007,p,700
35007,s,2158
35009,a,20496
35009,g,5461
35009,o,7470
35009,p,4159
35009,s,8969
35011,a,648
35011,g,447
35011,o,441
35011,p,108
35011,s,358
35013,a,90475
35013,g,25232
35013,o,34571
35013,p,15547
35013,s,39576
35015,a,21453
35015,g,7499
35015,o,10585
35015,p,3900
35015,s,10141
35017,a,10095
35017,g,6193
35017,o,6979
35017,p,1881
35017,s,4717
35019,a,1995
35019,g,743
35019,o,933
35019,p,251
35019,s,715
35021,a,185
35021,g,200
35021,o,214
35021,p,29
35021,s,72
35023,a,1883
35023,g,822
35023,o,982
35023,p,338
35023,s,994
35025,a,28139
35025,g,6933
35025,o,10482
35025,p,5959
35025,s,12970
35027,a,6720
35027,g,4366
35027,o,5509
35027,p,1035
35027,s,2891
35028,a,6417
35028,g,2623
35028,o,4406
35028,p,940
35028,s,3356
35029,a,8821
35029,g,4886
35029,o,4675
35029,p,1856
35029,s,4881
35031,a,30154
35031,g,6688
35031,o,11361
35031,p,6201
35031,s,16163
35033,a,1684
35033,g,906
35033,o,1205
35033,p,249
35033,s,815
35035,a,25790
35035,g,9340
35035,o,11714
35035,p,4652
35035,s,10966
35037,a,3072
35037,g,1862
35037,o,2067
35037,p,521
35037,s,1398
35039,a,16254
35039,g,5542
35039,o,8307
35039,p,2763
35039,s,7157
35041,a,8855
35041,g,2365
35041,o,2977
35041,p,1494
35041,s,3501
35043,a,53141
35043,g,15386
35043,o,25908
35043,p,9054
35043,s,25496
35045,a,55010
35045,g,13842
35045,o,22520
35045,p,11218
35045,s,26769
35047,a,12078
35047,g,4321
35047,o,6441
35047,p,1662
35047,s,4834
35049,a,56618
35049,g,20890
35049,o,35419
35049,p,8400
35049,s,21878
35051,a,3295
35051,g,3666
35051,o,3018
35051,p,568
35051,s,1393
35053,a,7575
35053,g,2447
35053,o,3554
35053,p,1288
35053,s,3063
35055,a,12106
35055,g,5399
35055,o,8444
35055,p,1824
35055,s,5019
35057,a,6239
35057,g,2232
35057,o,3850
35057,p,967
35057,s,3126
35059,a,1827
35059,g,818
35059,o,897
35059,p,280
35059,s,701
35061,a,30934
35061,g,9390
35061,o,15239
35061,p,5320
35061,s,14887
36001,a,140743
36001,g,42234
36001,o,60496
36001,p,15417
36001,s,45843
36003,a,21316
36003,g,7350
36003,o,9640
36003,p,2714
36003,s,7949
36005,a,646757
36005,g,143744
36005,o,215881
36005,p,103387
36005,s,266492
36007,a,86927
36007,g,32726
36007,o,40176
36007,p,10556
36007,s,30550
36009,a,31939
36009,g,12314
36009,o,17216
36009,p,5066
36009,s,13956
36011,a,33521
36011,g,12183
36011,o,16844
36011,p,4272
36011,s,13352
36013,a,55261
36013,g,22248
36013,o,27832
36013,p,7580
36013,s,22276
36015,a,36478
36015,g,13967
36015,o,18491
36015,p,5304
36015,s,14609
36017,a,19365
36017,g,8304
36017,o,11166
36017,p,2838
36017,s,8966
36019,a,39268
36019,g,10798
36019,o,16120
36019,p,4098
36019,s,11996
36021,a,23972
36021,g,11172
36021,o,14827
36021,p,3060
36021,s,9992
36023,a,23172
36023,g,6436
36023,o,9219
36023,p,2718
36023,s,7813
36025,a,18115
36025,g,9234
36025,o,11279
36025,p,2433
36025,s,7121
36027,a,130267
36027,g,39744
36027,o,59902
36027,p,15434
36027,s,51540
36029,a,388336
36029,g,144278
36029,o,185547
36029,p,48951
36029,s,152222
36031,a,15846
36031,g,7047
36031,o,8893
36031,p,1891
36031,s,5801
36033,a,23839
36033,g,6836
36033,o,10277
36033,p,2790
36033,s,7964
36035,a,22654
36035,g,8798
36035,o,11682
36035,p,3064
36035,s,9360
36037,a,24932
36037,g,9285
36037,o,12392
36037,p,3399
36037,s,9924
36039,a,20283
36039,g,8400
36039,o,11038
36039,p,2360
36039,s,7291
36041,a,1548
36041,g,1102
36041,o,1388
36041,p,172
36041,s,648
36043,a,25533
36043,g,10815
36043,o,13693
36043,p,3532
36043,s,10808
36045,a,54207
36045,g,12852
36045,o,18790
36045,p,9362
36045,s,19812
36047,a,1190253
36047,g,286136
36047,o,418103
36047,p,176304
36047,s,416955
36049,a,10749
36049,g,4048
36049,o,5523
36049,p,1781
36049,s,4946
36051,a,29824
36051,g,8847
36051,o,13453
36051,p,3204
36051,s,10092
36053,a,32075
36053,g,10074
36053,o,14876
36053,p,3958
36053,s,12186
36055,a,325231
36055,g,102631
36055,o,145263
36055,p,43251
36055,s,127010
36057,a,19642
36057,g,8385
36057,o,10170
36057,p,3051
36057,s,8753
36059,a,543798
36059,g,203316
36059,o,273345
36059,p,73152
36059,s,238477
36061,a,860803
36061,g,211510
36061,o,274323
36061,p,77586
36061,s,159209
36063,a,88860
36063,g,34115
36063,o,46081
36063,p,11543
36063,s,35444
36065,a,98082
36065,g,37989
36065,o,46904
36065,p,13155
36065,s,38489
36067,a,202065
36067,g,64947
36067,o,90493
36067,p,27455
36067,s,80673
36069,a,43246
36069,g,16192
36069,o,23416
36069,p,5775
36069,s,18585
36071,a,161259
36071,g,40307
36071,o,68304
36071,p,26901
36071,s,75308
36073,a,18298
36073,g,6110
36073,o,8883
36073,p,2317
36073,s,7367
36075,a,54196
36075,g,15202
36075,o,23955
36075,p,7103
36075,s,21599
36077,a,27225
36077,g,10135
36077,o,13129
36077,p,2783
36077,s,9008
36079,a,41774
36079,g,12103
36079,o,21855
36079,p,5182
36079,s,18752
36081,a,1069063
36081,g,284197
36081,o,403151
36081,p,132711
36081,s,328044
36083,a,70672
36083,g,21495
36083,o,32738
36083,p,8866
36083,s,25379
36085,a,206725
36085,g,58524
36085,o,92504
36085,p,28351
36085,s,80861
36087,a,123414
36087,g,41138
36087,o,57254
36087,p,23705
36087,s,63141
36089,a,51158
36089,g,15379
36089,o,21579
36089,p,6651
36089,s,17402
36091,a,93299
36091,g,29384
36091,o,45980
36091,p,12115
36091,s,37874
36093,a,64942
36093,g,23082
36093,o,30494
36093,p,9237
36093,s,26295
36095,a,13624
36095,g,5141
36095,o,7319
36095,p,1524
36095,s,5168
36097,a,7137
36097,g,3081
36097,o,4240
36097,p,890
36097,s,3050
36099,a,14614
36099,g,5447
36099,o,7536
36099,p,2026
36099,s,5663
36101,a,39009
36101,g,15504
36101,o,20969
36101,p,5840
36101,s,17627
36103,a,641349
36103,g,198398
36103,o,287672
36103,p,86637
36103,s,273150
36105,a,31756
36105,g,11355
36105,o,16802
36105,p,4638
36105,s,13096
36107,a,19924
36107,g,7928
36107,o,11252
36107,p,3034
36107,s,9098
36109,a,56842
36109,g,10718
36109,o,17124
36109,p,4391
36109,s,12422
36111,a,78665
36111,g,26527
36111,o,40147
36111,p,9012
36111,s,28287
36113,a,25962
36113,g,11070
36113,o,14909
36113,p,3271
36113,s,10482
36115,a,26673
36115,g,9611
36115,o,13338
36115,p,3347
36115,s,10108
36117,a,37722
36117,g,13106
36117,o,20211
36117,p,5475
36117,s,17129
36119,a,395292
36119,g,137440
36119,o,183648
36119,p,57087
36119,s,170734
36121,a,18928
36121,g,5623
36121,o,8841
36121,p,2079
36121,s,6765
36123,a,9591
36123,g,4148
36123,o,5337
36123,p,1557
36123,s,4670
37001,a,64786
37001,g,21715
37001,o,28063
37001,p,9578
37001,s,25812
37003,a,15596
37003,g,5495
37003,o,7518
37003,p,2184
37003,s,6260
37005,a,3972
37005,g,2272
37005,o,2630
37005,p,589
37005,s,1662
37007,a,11600
37007,g,3843
37007,o,5384
37007,p,1592
37007,s,4498
37009,a,10299
37009,g,5383
37009,o,6196
37009,p,1471
37009,s,3795
37011,a,7953
37011,g,3071
37011,o,3763
37011,p,788
37011,s,2350
37013,a,17378
37013,g,8552
37013,o,11020
37013,p,2834
37013,s,7701
37015,a,8476
37015,g,3603
37015,o,4639
37015,p,1205
37015,s,3293
37017,a,13543
37017,g,5387
37017,o,7825
37017,p,2106
37017,s,5991
37019,a,37124
37019,g,21987
37019,o,26677
37019,p,5798
37019,s,14191
37021,a,101009
37021,g,37452
37021,o,49318
37021,p,13463
37021,s,35107
37023,a,37676
37023,g,14461
37023,o,18518
37023,p,5166
37023,s,15357
37025,a,77963
37025,g,19524
37025,o,30068
37025,p,13113
37025,s,35325
37027,a,34000
37027,g,12620
37027,o,17249
37027,p,4741
37027,s,14188
37029,a,4105
37029,g,1265
37029,o,1951
37029,p,596
37029,s,1982
37031,a,24738
37031,g,12368
37031,o,16036
37031,p,3249
37031,s,9279
37033,a,9509
37033,g,3713
37033,o,5551
37033,p,1187
37033,s,3765
37035,a,65394
37035,g,21384
37035,o,30629
37035,p,9840
37035,s,27363
37037,a,23969
37037,g,11203
37037,o,13762
37037,p,4017
37037,s,9742
37039,a,9176
37039,g,6155
37039,o,6754
37039,p,1390
37039,s,3903
37041,a,5399
37041,g,2875
37041,o,3252
37041,p,888
37041,s,2501
37043,a,3374
37043,g,2458
37043,o,2741
37043,p,490
37043,s,1477
37045,a,40312
37045,g,14515
37045,o,20110
37045,p,5901
37045,s,17373
37047,a,23926
37047,g,8703
37047,o,11945
37047,p,3596
37047,s,9993
37049,a,43671
37049,g,15421
37049,o,18959
37049,p,7562
37049,s,16310
37051,a,152767
37051,g,29621
37051,o,49600
37051,p,26379
37051,s,58885
37053,a,9819
37053,g,2935
37053,o,5045
37053,p,1324
37053,s,4212
37055,a,13728
37055,g,5030
37055,o,8166
37055,p,1881
37055,s,4874
37057,a,67591
37057,g,22903
37057,o,32724
37057,p,10138
37057,s,29050
37059,a,15746
37059,g,6666
37059,o,8820
37059,p,2384
37059,s,7419
37061,a,23729
37061,g,8098
37061,o,11093
37061,p,4243
37061,s,10271
37063,a,135922
37063,g,25496
37063,o,43887
37063,p,19710
37063,s,40341
37065,a,22309
37065,g,8011
37065,o,11964
37065,p,3739
37065,s,10214
37067,a,153311
37067,g,44750
37067,o,65176
37067,p,24050
37067,s,61245
37069,a,25844
37069,g,7395
37069,o,11941
37069,p,4012
37069,s,10767
37071,a,89372
37071,g,26920
37071,o,40124
37071,p,13302
37071,s,36166
37073,a,4853
37073,g,1790
37073,o,2552
37073,p,718
37073,s,2225
37075,a,3191
37075,g,1725
37075,o,1919
37075,p,536
37075,s,1378
37077,a,26681
37077,g,7291
37077,o,11984
37077,p,3407
37077,s,10048
37079,a,9489
37079,g,2648
37079,o,4198
37079,p,1346
37079,s,3572
